po_number,supplier_id,supplier_name,order_date,expected_delivery_date,actual_delivery_date,status,item_description,quantity,unit_price,subtotal,tax_rate,tax_amount,total_amount,currency,on_time_delivery,payment_terms,shipping_method,created_by,quality_rating,political_risk_rating,trade_risk_rating,natural_disaster_risk_rating,delivery_rating,response_time_rating,overall_rating,rating_comments
PO13792,SUP1205,Modern Pvt Ltd,2025-01-27,2025-02-08,,Cancelled,Procurement of presses,88.0,11833.32,1041332.16,0.18,187439.79,1228771.95,INR,,Due on Receipt,Road Transport,Deepika Nair,4.95,2.4,2.0,6.1,3.51,4.67,4.38,Exceeds quality standards
PO13793,SUP1275,Alpha Industries,2025-10-12,2025-10-26,,Pending,Order for suspension parts,359.0,39557.69,14201210.71,0.18,2556217.93,16757428.64,INR,,Due on Receipt,Express Courier,Deepika Nair,3.67,3.8,4.7,3.5,3.55,2.73,3.32,Needs improvement in delivery time
PO13794,SUP1227,Global Enterprises,2024-12-16,2024-12-21,2024-12-19,Completed,cotton fabrics - industrial grade,154.0,8872.08,1366300.32,0.18,245934.06,1612234.38,INR,Yes,Net 15,Rail,Amit Patel,3.22,2.7,1.6,3.6,4.03,3.4,3.55,Delivery delays affected production
PO13795,SUP1305,Excellence Technologies,2025-01-08,2025-01-25,,Cancelled,Bulk order of transmissions,490.0,43165.6,21151144.0,0.18,3807205.92,24958349.92,INR,,Net 15,Rail,Deepika Nair,3.78,3.3,1.7,5.7,4.42,4.64,4.28,"High quality products, reliable supplier"
PO13796,SUP1305,Excellence Technologies,2025-02-21,2025-03-13,,Pending,Purchase of bearings,324.0,39734.93,12874117.32,0.18,2317341.12,15191458.44,INR,,Net 30,Air Freight,Amit Patel,3.33,3.8,1.7,5.6,4.15,4.94,4.14,Quality products delivered on time
PO13797,SUP1452,Pioneer Exports,2025-01-14,2025-01-24,,Cancelled,doors - industrial grade,124.0,34593.53,4289597.72,0.18,772127.59,5061725.31,INR,,Net 60,Express Courier,Deepika Nair,4.73,3.1,3.4,6.0,4.42,2.94,4.03,Reliable partner for our needs
PO13798,SUP1301,Stellar Group,2025-06-19,2025-07-05,,Pending,Bulk order of semiconductors,362.0,13530.23,4897943.26,0.18,881629.79,5779573.05,INR,,Due on Receipt,Sea Freight,Pooja Kapoor,3.6,2.9,3.5,6.9,4.13,4.7,4.14,"High quality products, reliable supplier"
PO13799,SUP1487,National Corporation,2025-10-19,2025-11-03,2025-11-10,Completed,antibiotics for production,471.0,29756.25,14015193.75,0.18,2522734.88,16537928.63,INR,No,Net 90,Air Freight,Kavita Joshi,3.82,2.1,3.2,6.7,3.84,4.61,4.09,"Smooth transaction, good quality"
PO13800,SUP1386,Imperial Systems,2024-12-03,2024-12-13,2024-12-23,Delivered,Bulk order of tablets,378.0,10459.48,3953683.44,0.18,711663.02,4665346.46,INR,No,Net 60,Air Freight,Pooja Kapoor,4.96,5.3,1.6,5.4,3.19,4.62,4.26,Good communication and service
PO13801,SUP1365,Vertex Solutions,2025-08-29,2025-09-09,,Cancelled,Purchase of adapters,115.0,32758.59,3767237.85,0.18,678102.81,4445340.66,INR,,Net 45,Air Freight,Sneha Reddy,4.94,3.6,1.2,4.1,3.07,3.83,3.95,Late delivery impacted schedule
PO13802,SUP1277,Horizon Supplies,2025-11-17,2025-12-01,2025-12-11,Delivered,Standard order: transmissions,22.0,6270.95,137960.9,0.18,24832.96,162793.86,INR,No,Net 60,Sea Freight,Meera Iyer,3.83,4.2,2.1,6.3,2.31,4.93,3.69,Communication could be improved
PO13803,SUP1186,Metro Associates,2025-04-08,2025-04-23,,Pending,adhesives - industrial grade,325.0,29298.9,9522142.5,0.18,1713985.65,11236128.15,INR,,Net 90,Sea Freight,Vikram Singh,4.99,2.2,3.1,5.6,3.49,4.9,4.46,Excellent quality and timely delivery
PO13804,SUP1353,Royal Industries,2025-09-16,2025-09-25,,Pending,Supply of bakery items,85.0,17434.34,1481918.9,0.18,266745.4,1748664.3,INR,,Net 30,Air Freight,Kavita Joshi,4.9,5.0,3.5,3.5,3.32,4.73,4.32,Consistently meets expectations
PO13805,SUP1065,Delta Associates,2025-11-11,2025-11-17,,Pending,industrial robots - industrial grade,252.0,48191.73,12144315.96,0.18,2185976.87,14330292.83,INR,,Net 60,Express Courier,Anita Desai,3.75,2.0,1.3,5.3,3.67,4.63,4.02,Excellent quality and timely delivery
PO13806,SUP1403,Pinnacle Exports,2025-08-05,2025-08-16,,Cancelled,Supply of semiconductors,495.0,18607.34,9210633.3,0.18,1657913.99,10868547.29,INR,,Net 15,Sea Freight,Rohan Das,3.16,3.2,2.3,3.9,4.04,4.75,3.98,Late delivery impacted schedule
PO13807,SUP1043,Stellar Company,2024-12-16,2025-01-01,2025-01-11,Completed,Supply of sensors,408.0,20905.34,8529378.72,0.18,1535288.17,10064666.89,INR,No,Due on Receipt,Air Freight,Sanjay Gupta,2.63,5.7,2.3,3.4,3.6,4.18,3.47,Delivery delays affected production
PO13808,SUP1245,Global Limited,2025-06-22,2025-07-10,2025-07-13,Completed,Bulk order of smartphones,190.0,19966.91,3793712.9,0.18,682868.32,4476581.22,INR,No,Net 90,Air Freight,Pooja Kapoor,4.82,4.6,3.5,3.0,2.46,4.61,3.96,Delayed shipment
PO13809,SUP1473,Pioneer Corporation,2025-04-25,2025-05-15,,Cancelled,knitted goods for production,313.0,37091.39,11609605.07,0.18,2089728.91,13699333.98,INR,,Net 15,Express Courier,Rohan Das,4.81,2.7,4.0,2.6,4.16,4.79,4.59,Quality products delivered on time
PO13810,SUP1003,Imperial Manufacturing,2025-06-07,2025-06-13,,Pending,Procurement of filters,358.0,998.92,357613.36,0.18,64370.4,421983.76,INR,,Net 15,Sea Freight,Rohan Das,2.67,4.4,3.1,4.4,4.07,3.72,3.49,Some quality concerns
PO13811,SUP1442,Modern Systems,2025-04-22,2025-04-27,2025-05-03,Completed,Standard order: hydraulic pumps,453.0,42633.89,19313152.17,0.18,3476367.39,22789519.56,INR,No,Net 45,Rail,Sneha Reddy,3.2,4.5,3.2,1.8,3.23,3.7,3.38,Below expected quality standards
PO13812,SUP1368,Summit Pvt Ltd,2025-03-10,2025-03-26,2025-04-03,Completed,Purchase of wiring harnesses,37.0,17127.59,633720.83,0.18,114069.75,747790.58,INR,No,Net 60,Road Transport,Rajesh Kumar,3.98,3.4,1.3,3.5,3.28,4.34,3.87,Product quality inconsistent
PO13813,SUP1001,Omega Products,2025-11-01,2025-11-19,2025-11-21,Completed,Purchase of filters,156.0,42145.58,6574710.48,0.18,1183447.89,7758158.37,INR,No,Net 30,Express Courier,Arjun Mehta,3.75,3.9,4.0,3.1,3.07,3.89,3.57,Product quality inconsistent
PO13814,SUP1112,Innovative Solutions,2024-12-13,2024-12-29,2024-12-27,Completed,Procurement of bearings,39.0,12055.37,470159.43,0.18,84628.7,554788.13,INR,Yes,Net 45,Express Courier,Kavita Joshi,4.35,1.9,2.8,5.0,4.17,3.51,4.01,Dependable and quality-focused
PO13815,SUP1305,Excellence Technologies,2025-04-12,2025-04-23,,Pending,Standard order: bearings,423.0,48070.79,20333944.17,0.18,3660109.95,23994054.12,INR,,Net 30,Air Freight,Rohan Das,3.06,3.7,1.3,6.2,3.35,4.74,3.72,Below expected quality standards
PO13816,SUP1201,Atlas Systems,2025-07-16,2025-07-22,,Pending,fashion wear for production,377.0,31914.23,12031664.71,0.18,2165699.65,14197364.36,INR,,Net 30,Road Transport,Pooja Kapoor,3.13,1.8,2.7,4.7,4.3,4.53,3.99,Product quality inconsistent
PO13817,SUP1212,Royal Enterprises,2024-12-30,2025-01-19,,Pending,Standard order: upholstery fabrics,486.0,40603.58,19733339.88,0.18,3552001.18,23285341.06,INR,,Net 45,Rail,Arjun Mehta,3.55,2.7,3.3,4.4,4.21,4.28,4.01,Quality products delivered on time
PO13818,SUP1400,Horizon Exports,2025-05-27,2025-06-03,,Pending,silk fabrics - industrial grade,42.0,49066.85,2060807.7,0.18,370945.39,2431753.09,INR,,Net 15,Air Freight,Kavita Joshi,4.97,5.1,1.8,5.4,3.91,4.08,4.32,Professional and responsive
PO13819,SUP1486,Imperial Systems,2025-08-09,2025-08-17,,Pending,Order for denim,408.0,27073.29,11045902.32,0.18,1988262.42,13034164.74,INR,,Due on Receipt,Sea Freight,Vikram Singh,3.28,2.4,3.6,3.3,3.43,4.71,3.81,Late delivery impacted schedule
PO13820,SUP1489,Royal Group,2025-09-01,2025-09-12,2025-09-13,Completed,Procurement of synthetic fibers,350.0,18957.01,6634953.5,0.18,1194291.63,7829245.13,INR,No,Net 30,Rail,Kavita Joshi,3.83,2.7,3.0,5.3,2.0,4.74,3.52,Product quality inconsistent
PO13821,SUP1410,Horizon Works,2024-12-31,2025-01-17,2025-01-17,Completed,Procurement of fertilizers,116.0,25380.75,2944167.0,0.18,529950.06,3474117.06,INR,Yes,Net 30,Air Freight,Meera Iyer,2.99,1.9,3.8,4.4,4.62,4.55,4.05,Consistently meets expectations
PO13822,SUP1125,Innovative Supplies,2025-01-13,2025-01-30,2025-02-01,Delivered,Supply of pigments,448.0,445.21,199454.08,0.18,35901.73,235355.81,INR,No,Due on Receipt,Express Courier,Nikhil Shah,2.95,3.7,1.4,3.2,3.12,4.77,3.61,Some quality concerns
PO13823,SUP1279,Beta Solutions,2025-10-23,2025-10-29,2025-11-07,Completed,Bulk order of tires,492.0,35860.95,17643587.4,0.18,3175845.73,20819433.13,INR,No,Net 45,Sea Freight,Priya Sharma,3.09,4.4,4.2,4.6,3.82,3.92,3.61,Quality control issues
PO13824,SUP1217,Apex Group,2025-06-19,2025-07-08,2025-07-11,Completed,wiring harnesses - industrial grade,434.0,31021.41,13463291.94,0.18,2423392.55,15886684.49,INR,No,Net 30,Express Courier,Amit Patel,3.22,5.1,2.4,5.0,3.22,4.85,3.76,Product quality inconsistent
PO13825,SUP1163,Atlas Pvt Ltd,2025-08-03,2025-08-22,2025-08-21,Delivered,pharmaceutical APIs - industrial grade,220.0,5804.13,1276908.6,0.18,229843.55,1506752.15,INR,Yes,Net 90,Sea Freight,Kavita Joshi,4.83,4.8,2.5,6.7,4.61,3.61,4.35,Professional and responsive
PO13826,SUP1494,National Enterprises,2025-11-02,2025-11-17,2025-11-26,Delivered,Supply of bricks,104.0,7500.23,780023.92,0.18,140404.31,920428.23,INR,No,Net 90,Air Freight,Meera Iyer,4.33,4.2,3.0,4.7,2.63,3.44,3.47,Needs improvement in delivery time
PO13827,SUP1171,Stellar Pvt Ltd,2025-08-03,2025-08-17,2025-08-14,Delivered,wiring harnesses - industrial grade,7.0,10433.81,73036.67,0.18,13146.6,86183.27,INR,Yes,Net 45,Sea Freight,Rohan Das,3.31,2.2,4.2,3.8,4.92,3.98,4.07,"High quality products, reliable supplier"
PO13828,SUP1146,Strategic Supplies,2025-06-05,2025-06-17,,Cancelled,Purchase of doors,260.0,18489.49,4807267.4,0.18,865308.13,5672575.53,INR,,Due on Receipt,Road Transport,Anita Desai,4.18,4.6,3.8,6.9,3.59,2.67,3.48,Late delivery impacted schedule
PO13829,SUP1367,Summit Group,2025-01-23,2025-01-29,2025-01-27,Completed,Purchase of reagents,41.0,1373.0,56293.0,0.18,10132.74,66425.74,INR,Yes,Net 30,Air Freight,Anita Desai,4.67,4.8,4.1,4.3,4.02,4.42,4.37,Professional and responsive
PO13830,SUP1372,Omega Products,2025-10-02,2025-10-20,2025-10-25,Delivered,Order for solvents,156.0,34870.17,5439746.52,0.18,979154.37,6418900.89,INR,No,Due on Receipt,Express Courier,Sanjay Gupta,3.95,4.8,2.8,2.6,2.33,4.26,3.51,Communication could be improved
PO13831,SUP1275,Alpha Industries,2025-09-10,2025-09-17,2025-09-17,Delivered,Purchase of suspension parts,67.0,18458.76,1236736.92,0.18,222612.65,1459349.57,INR,Yes,Net 90,Air Freight,Rajesh Kumar,3.56,3.8,4.2,3.0,4.02,2.73,3.44,Delayed shipment
PO13832,SUP1398,Royal Enterprises,2025-05-30,2025-06-09,2025-06-17,Completed,Bulk order of drilling equipment,113.0,1733.34,195867.42,0.18,35256.14,231123.56,INR,No,Net 90,Express Courier,Kavita Joshi,4.38,3.6,3.3,6.3,3.65,3.82,3.95,Communication could be improved
PO13833,SUP1184,Orion Works,2025-07-31,2025-08-14,,Pending,clutches - industrial grade,172.0,7015.48,1206662.56,0.18,217199.26,1423861.82,INR,,Net 15,Sea Freight,Anita Desai,3.01,2.1,2.0,5.8,3.95,3.51,3.49,Delivery delays affected production
PO13834,SUP1018,Strategic Industries,2025-05-19,2025-05-26,,Pending,Supply of clutches,17.0,21001.03,357017.51,0.18,64263.15,421280.66,INR,,Net 90,Rail,Rajesh Kumar,4.15,3.5,2.3,3.4,3.97,3.58,3.9,Below expected quality standards
PO13835,SUP1220,National Manufacturing,2025-06-15,2025-06-27,,Pending,generators - industrial grade,459.0,6126.17,2811912.03,0.18,506144.17,3318056.2,INR,,Net 60,Air Freight,Rajesh Kumar,4.8,3.5,3.8,5.8,3.49,3.78,4.02,"High quality products, reliable supplier"
PO13836,SUP1389,Innovative Technologies,2025-09-02,2025-09-15,,Cancelled,nutraceuticals - industrial grade,206.0,37767.88,7780183.28,0.18,1400432.99,9180616.27,INR,,Net 90,Road Transport,Meera Iyer,4.77,3.3,3.9,5.7,3.54,3.66,3.99,Quality issues noted on inspection
PO13837,SUP1209,Universal Works,2025-08-09,2025-08-28,,Pending,Order for bed linens,294.0,19511.21,5736295.74,0.18,1032533.23,6768828.97,INR,,Net 60,Air Freight,Rahul Verma,4.88,2.2,1.4,7.4,3.72,4.29,4.3,Professional and responsive
PO13838,SUP1347,Excellence India,2025-10-10,2025-10-30,,Cancelled,Standard order: packaging machines,225.0,11886.26,2674408.5,0.18,481393.53,3155802.03,INR,,Net 90,Express Courier,Rohan Das,3.8,3.2,2.9,1.7,4.05,4.72,4.19,"Smooth transaction, good quality"
PO13839,SUP1205,Modern Pvt Ltd,2025-03-15,2025-03-21,,Pending,Supply of packaging machines,205.0,28498.53,5842198.65,0.18,1051595.76,6893794.41,INR,,Net 15,Road Transport,Kavita Joshi,4.6,2.6,1.9,6.7,3.2,4.51,4.1,Consistently meets expectations
PO13840,SUP1332,Phoenix Works,2025-11-23,2025-12-04,,Cancelled,Supply of processors,74.0,28060.62,2076485.88,0.18,373767.46,2450253.34,INR,,Net 15,Sea Freight,Priya Sharma,4.56,4.5,1.5,2.0,3.85,3.79,4.07,Exceeds quality standards
PO13841,SUP1341,Titan Company,2025-09-03,2025-09-09,2025-09-14,Completed,Bulk order of turbines,359.0,42453.04,15240641.36,0.18,2743315.44,17983956.8,INR,No,Due on Receipt,Rail,Sneha Reddy,3.77,5.1,2.3,2.5,3.16,4.68,3.87,Late delivery impacted schedule
PO13842,SUP1489,Royal Group,2025-06-12,2025-06-24,,Cancelled,Order for synthetic fibers,60.0,39370.11,2362206.6,0.18,425197.19,2787403.79,INR,,Net 60,Rail,Priya Sharma,3.9,2.3,3.1,5.1,3.96,4.78,4.21,Good communication and service
PO13843,SUP1468,Universal Works,2025-11-13,2025-11-22,2025-12-01,Completed,Order for specialty chemicals,426.0,15083.16,6425426.16,0.18,1156576.71,7582002.87,INR,No,Net 60,Sea Freight,Sanjay Gupta,4.4,2.6,3.0,3.9,3.02,4.77,4.06,Quality products delivered on time
PO13844,SUP1371,Prime India,2025-04-06,2025-04-16,2025-04-22,Delivered,pigments - industrial grade,369.0,33997.76,12545173.44,0.18,2258131.22,14803304.66,INR,No,Net 45,Road Transport,Amit Patel,4.26,5.3,2.7,5.3,3.82,4.06,4.05,Dependable and quality-focused
PO13845,SUP1114,Frontier Pvt Ltd,2025-02-04,2025-02-24,2025-02-24,Completed,Procurement of plumbing fixtures,53.0,19682.46,1043170.38,0.18,187770.67,1230941.05,INR,Yes,Net 15,Rail,Sneha Reddy,3.5,1.9,4.7,5.5,4.35,4.57,4.14,Exceeds quality standards
PO13846,SUP1332,Phoenix Works,2025-07-02,2025-07-17,2025-07-22,Delivered,processors for production,77.0,34291.27,2640427.79,0.18,475277.0,3115704.79,INR,No,Net 90,Sea Freight,Arjun Mehta,4.48,5.2,1.3,2.4,3.14,3.09,3.57,Below expected quality standards
PO13847,SUP1060,Frontier International,2025-02-11,2025-02-26,2025-02-24,Completed,dairy products - industrial grade,381.0,1805.77,687998.37,0.18,123839.71,811838.08,INR,Yes,Net 30,Express Courier,Priya Sharma,4.07,3.5,3.6,3.0,4.18,4.83,4.36,Dependable and quality-focused
PO13848,SUP1127,Pinnacle Corporation,2025-10-19,2025-10-30,2025-11-09,Delivered,Order for steel bars,86.0,39683.85,3412811.1,0.18,614306.0,4027117.1,INR,No,Net 90,Road Transport,Rohan Das,4.38,4.7,2.2,2.8,3.02,3.88,3.76,Late delivery impacted schedule
PO13849,SUP1087,Modern Pvt Ltd,2025-04-25,2025-05-15,,Cancelled,Bulk order of confectionery,254.0,38223.39,9708741.06,0.18,1747573.39,11456314.45,INR,,Net 15,Express Courier,Arjun Mehta,4.15,1.1,1.3,5.0,3.9,3.9,3.98,Quality control issues
PO13850,SUP1326,Dynamic Associates,2025-04-15,2025-05-04,,Pending,Standard order: herbal medicines,466.0,48506.73,22604136.18,0.18,4068744.51,26672880.69,INR,,Net 90,Road Transport,Priya Sharma,4.4,4.3,1.4,2.1,3.94,4.91,4.42,Reliable partner for our needs
PO13851,SUP1408,International Pvt Ltd,2025-09-08,2025-09-20,,Cancelled,Order for industrial robots,376.0,11744.09,4415777.84,0.18,794840.01,5210617.85,INR,,Net 90,Road Transport,Sneha Reddy,3.13,2.2,4.3,5.1,3.4,3.76,3.43,Delivery delays affected production
PO13852,SUP1190,Pioneer Corporation,2025-09-06,2025-09-23,2025-09-27,Completed,Standard order: CNC machines,189.0,47877.87,9048917.43,0.18,1628805.14,10677722.57,INR,No,Net 60,Rail,Rohan Das,3.61,4.3,3.8,5.8,2.53,4.54,3.56,Delayed shipment
PO13853,SUP1356,Excellence Works,2025-10-18,2025-10-24,,Cancelled,Bulk order of upholstery fabrics,471.0,36350.36,17121019.56,0.18,3081783.52,20202803.08,INR,,Net 90,Sea Freight,Vikram Singh,2.91,3.4,1.9,2.7,3.7,3.54,3.38,Quality issues noted on inspection
PO13854,SUP1285,Phoenix Systems,2025-11-16,2025-11-23,2025-11-21,Delivered,Supply of dyes,90.0,25795.62,2321605.8,0.18,417889.04,2739494.84,INR,Yes,Net 45,Road Transport,Amit Patel,4.56,5.4,4.0,1.9,4.95,2.58,4.03,Exceeds quality standards
PO13855,SUP1184,Orion Works,2025-11-23,2025-12-10,2025-12-10,Delivered,Procurement of clutches,346.0,45553.3,15761441.8,0.18,2837059.52,18598501.32,INR,Yes,Due on Receipt,Road Transport,Rajesh Kumar,3.22,1.5,2.5,5.6,4.58,3.59,3.8,Communication could be improved
PO13856,SUP1145,Vanguard Pvt Ltd,2025-08-15,2025-08-21,2025-08-24,Completed,Purchase of doors,415.0,31041.87,12882376.05,0.18,2318827.69,15201203.74,INR,No,Due on Receipt,Air Freight,Priya Sharma,4.32,2.7,4.0,5.4,3.39,4.88,4.2,"High quality products, reliable supplier"
PO13857,SUP1445,Dynamic Works,2024-12-19,2025-01-04,,Cancelled,Supply of fertilizers,125.0,29189.37,3648671.25,0.18,656760.82,4305432.07,INR,,Net 60,Road Transport,Rohan Das,4.12,1.5,4.8,6.2,3.26,3.87,3.75,Delayed shipment
PO13858,SUP1270,Synergy Associates,2025-10-18,2025-11-03,,Cancelled,Supply of tablets,340.0,24646.92,8379952.8,0.18,1508391.5,9888344.3,INR,,Net 90,Air Freight,Meera Iyer,4.37,2.8,3.0,6.1,3.68,4.14,4.06,Good communication and service
PO13859,SUP1185,Nexus Systems,2025-09-25,2025-10-12,,Cancelled,Purchase of coatings,180.0,17783.48,3201026.4,0.18,576184.75,3777211.15,INR,,Net 45,Express Courier,Kavita Joshi,4.35,3.6,4.3,3.6,3.37,3.68,3.8,Quality control issues
PO13860,SUP1436,Atlas Group,2025-08-30,2025-09-06,2025-09-14,Completed,Procurement of frozen foods,9.0,26788.26,241094.34,0.18,43396.98,284491.32,INR,No,Net 45,Road Transport,Rajesh Kumar,3.69,3.6,1.9,3.4,2.52,3.95,3.39,Quality issues noted on inspection
PO13861,SUP1135,Beta Pvt Ltd,2025-04-23,2025-05-06,2025-05-12,Completed,coatings for production,405.0,17535.27,7101784.35,0.18,1278321.18,8380105.53,INR,No,Net 30,Express Courier,Kavita Joshi,3.52,4.2,1.8,4.8,2.16,3.54,3.07,Communication could be improved
PO13862,SUP1274,Pinnacle Traders,2025-08-16,2025-08-29,2025-08-28,Delivered,Procurement of conveyor systems,280.0,30510.74,8543007.2,0.18,1537741.3,10080748.5,INR,Yes,Due on Receipt,Express Courier,Rohan Das,3.35,4.3,3.0,5.6,4.27,4.17,3.93,Product quality inconsistent
PO13863,SUP1385,Quantum Company,2024-12-22,2025-01-07,,Cancelled,Bulk order of frozen foods,206.0,38100.5,7848703.0,0.18,1412766.54,9261469.54,INR,,Net 60,Road Transport,Amit Patel,3.07,4.0,3.7,6.1,3.96,3.81,3.61,Below expected quality standards
PO13864,SUP1162,Apex Pvt Ltd,2025-02-08,2025-02-19,,Cancelled,Bulk order of tablets,160.0,3216.03,514564.8,0.18,92621.66,607186.46,INR,,Net 90,Express Courier,Sneha Reddy,4.1,5.4,3.3,3.5,3.48,4.6,4.06,"Smooth transaction, good quality"
PO13865,SUP1214,Modern Works,2025-02-04,2025-02-24,,Pending,Procurement of injections,50.0,49549.58,2477479.0,0.18,445946.22,2923425.22,INR,,Net 90,Road Transport,Sneha Reddy,3.28,2.2,4.1,5.0,4.3,3.97,3.85,Quality control issues
PO13866,SUP1475,Summit International,2024-12-03,2024-12-08,,Cancelled,Supply of tiles,32.0,49601.78,1587256.96,0.18,285706.25,1872963.21,INR,,Due on Receipt,Air Freight,Rohan Das,3.29,4.4,1.9,5.2,4.25,3.7,3.75,Delayed shipment
PO13867,SUP1312,Advanced Manufacturing,2025-09-26,2025-10-11,2025-10-12,Delivered,Bulk order of silk fabrics,280.0,14439.04,4042931.2,0.18,727727.62,4770658.82,INR,No,Net 30,Express Courier,Priya Sharma,4.62,2.8,1.7,5.3,2.5,4.99,4.04,Reliable partner for our needs
PO13868,SUP1198,National Manufacturing,2025-01-31,2025-02-08,2025-02-07,Delivered,Bulk order of conveyor systems,247.0,26039.29,6431704.63,0.18,1157706.83,7589411.46,INR,Yes,Net 60,Air Freight,Anita Desai,4.1,3.9,2.0,2.5,4.21,3.46,3.92,Needs improvement in delivery time
PO13869,SUP1278,Sigma Industries,2025-06-25,2025-07-09,,Cancelled,Purchase of circuit boards,44.0,38089.39,1675933.16,0.18,301667.97,1977601.13,INR,,Due on Receipt,Road Transport,Rohan Das,3.77,4.3,4.9,5.1,3.08,4.14,3.66,Product quality inconsistent
PO13870,SUP1283,Universal International,2025-01-02,2025-01-08,,Cancelled,Standard order: silk fabrics,420.0,36635.53,15386922.6,0.18,2769646.07,18156568.67,INR,,Net 15,Air Freight,Priya Sharma,3.86,3.4,2.7,7.2,3.6,4.75,4.07,Excellent quality and timely delivery
PO13871,SUP1062,Modern Works,2025-06-24,2025-07-01,2025-07-05,Completed,Supply of adhesives,217.0,9584.12,2079754.04,0.18,374355.73,2454109.77,INR,No,Net 30,Air Freight,Sneha Reddy,4.03,3.4,1.6,3.3,2.26,4.51,3.6,Communication could be improved
PO13872,SUP1212,Royal Enterprises,2025-05-25,2025-06-07,2025-06-14,Delivered,Supply of upholstery fabrics,90.0,31378.15,2824033.5,0.18,508326.03,3332359.53,INR,No,Net 60,Express Courier,Pooja Kapoor,3.51,2.5,3.1,3.8,2.88,4.15,3.51,Late delivery impacted schedule
PO13873,SUP1144,Phoenix Pvt Ltd,2025-05-26,2025-06-04,,Pending,Supply of capsules,207.0,8019.28,1659990.96,0.18,298798.37,1958789.33,INR,,Due on Receipt,Express Courier,Priya Sharma,3.53,2.2,1.4,2.9,3.25,4.78,3.85,Some quality concerns
PO13874,SUP1075,Horizon International,2025-03-28,2025-04-10,2025-04-11,Delivered,Order for conveyor systems,462.0,40632.15,18772053.3,0.18,3378969.59,22151022.89,INR,No,Due on Receipt,Rail,Vikram Singh,4.62,4.2,3.6,4.6,2.02,4.22,3.62,Delivery delays affected production
PO13875,SUP1291,Precision Limited,2025-08-23,2025-09-04,2025-09-02,Delivered,Bulk order of motherboards,487.0,22558.96,10986213.52,0.18,1977518.43,12963731.95,INR,Yes,Net 60,Express Courier,Arjun Mehta,4.88,4.7,2.3,6.6,5.0,3.2,4.36,"High quality products, reliable supplier"
PO13876,SUP1368,Summit Pvt Ltd,2025-06-11,2025-06-21,,Cancelled,Procurement of wiring harnesses,204.0,9656.48,1969921.92,0.18,354585.95,2324507.87,INR,,Net 30,Road Transport,Amit Patel,4.5,2.9,1.5,4.0,4.21,4.44,4.38,Professional and responsive
